theme_final,platform,created_at,likes,predicted_negative_prob,text
customer_support,google_play,2026-02-28 00:01:32,2,0.9989468114653562,worst experience totally worst experience. they are gonna promise you something after then they will change the support staff. I ordered food and it was cold I am not going to taking it but the customer support executive asked me to take it and then paying it for the cold food then they will compensate me... after receiving the order they changed the executive and the next didn't even respond properly. worst food application. if you are ordering at night they are just scamming you.
customer_support,google_play,2024-03-15 16:41:14,1,0.9984589893780048,If I'm able to give 0 or negative rating that I would have done... Doing fraud... I ordered from KFC the order was incomplete and when I contacted customer support literally didn't got my support from them... They were telling they are reaching out to restraunt but they are not picking up the call.. they replied they cannot do anything Extremely disappointed... I will never order from this App again... They looted me.
customer_support,google_play,2026-02-22 20:45:07,0,0.9981802102537829,"Worst customer service ever. Zomato doesn’t care about customers at all — they only protect the company and give useless, copy-paste replies. No real support, no proper solutions. Completely frustrating experience. Not reliable when you actually need help"
customer_support,google_play,2021-10-18 08:49:55,25,0.9980933455630101,"Worst customer service. Please do check the contents of the order. The customer support claims that it's not responsible for any wrong orders and they simply don't care. It's better to go to the restaurant and get a takeout. It's not worth loosing your money, getting wrong/bad food and getting mental tension. I recommend you not to use such apps with poor customer care."
customer_support,google_play,2025-07-30 01:42:14,1,0.9980324127654979,"very unprofessional Absolutely terrible experience! My order never arrived, and there was poor support from Zomato throughout the entire ordeal. I and my guests waited for hours, tried contacting customer service multiple times, but got no real help or solution only answer I got was other Zomato partner picked up ur order .Extremely disappointing and unprofessional. Will not be ordering through Zomato again—beware, your food might just never show up!"
delivery,google_play,2025-05-17 22:45:11,0,0.9992228355907942,Worst Delivery Experience!!! I had to uninstall it after the last order. They are clubbing orders and then there are always big delays. Always!! Don't they know how frustrating it is and the idea of clubbing orders in big cities is just a waste of time. Also the AI response is pathetic. No help and resolution. They also do not connect to real customer support even when requested 10 times. No business can run without customer satisfaction. You are losing loyal customers with your ignorance.
delivery,google_play,2025-12-30 14:03:29,0,0.9988427623534974,"Worst service. Wrong order delivered, and customer support is fully automated with no real resolution. Email support was indifferent just “thanks for reporting, nothing we can do.” After asking for already-submitted photos, they completely ghosted me. Uninstalling the app. If you’re going to reply, don’t say “sorry for the inconvenience” go check your emails and chats."
delivery,google_play,2018-12-16 20:42:30,1,0.9986908826159473,"The worst delivery app I have ever encountered. I am totally disappointed and frustrated with their service. I placed an order and paid online. My money debited but there was no order confirmation by Zomato. First of all there is no customer service number and just a stupid chat window which is not convincing at all. I got the reply from the chat saying payment gateway got failed and please reorder. Money will be credited soon. I re ordered with other delivery app (which is way better than Zomato). After 30 mints I received SMS from Zomato saying order is on the way. I again tried contacting with same pathetic chat and then simply I got reply ""cancelling the order is not our policy"" Zomato doesn't value customers and no wonder why it is worse than other delivery apps. Not at all recommended. DO NOT USE THIS DELIVERY APP"
delivery,google_play,2025-08-17 12:36:39,3,0.9985982232810839,"worst experience on any food delivery app ever the app assigns multiple orders to the same delivery partner and the order which is supposed to be delivered in 30-35 mins, in reality is delivered in even more than an hour I also have the gold subscription but even after that the response is very poor there is no customer care or any kind of support whatsoever they have only created a chat bot which never answers the customer properly since all the response are auto generated and totally useless"
delivery,google_play,2023-02-09 20:31:02,0,0.9984913079172946,Worst experience ever happened yesterday. I placed two orders and the delivery boy didn't deliver my order and marked as delivered in mobile app. I called atleast 20 times but did not picked the call and when asked to customer support they didn't provide any assistance even after chatting for 1 hour and they said to me to email. Very bad behaviour and very unprofessional.
food_quality,google_play,2022-10-29 14:24:52,7,0.9948664152642586,"I had the worst experience from this service. I order food which came rotten. The did not listen to anything and told directly that they were not liable for anything. It was the matter between restaurant and me. The customer service is horrible. Order on your own risk. And if Zomato Is not taking any liability why is it the one getting the profits, just order from the restaurant directly or through any pick and drop service."
food_quality,google_play,2020-10-20 22:12:26,9,0.9944035486076561,"Worst customer service and cheating company. Even if their mistake of accepting order due to unavailability of items, they are deducting 75/-. Don't fall for this. We have never had such a bad experience. Returning of money for failed transaction also not credited back even after ten days. We sincerely advice do not install and order anything from this application. Worst number one."
food_quality,google_play,2021-04-04 11:18:35,0,0.9936613084947538,This is not regarding the app it's regarding there service. Please never order from Zomato. The customer service is the worst they don't solve the issue but they ask for extra evidence for the issue although you have provided picture for the bad food to them already. Never install it on your phone and please never order from it. They are the worst and wastage of time and money
food_quality,google_play,2025-12-25 22:39:12,0,0.9917641363990707,Always late. For a 1km order they took more 2hr n 30mins. and shamelessly it's for pizza. Cold n never deliver on time. On top of that Zomato has useless chatbot that breaks all the records of uselessness and pathetic service. If you send them email they don't reply and here they are sympathizing. Your app and service is useless and awful.
food_quality,google_play,2023-07-01 09:33:36,17,0.9908357054706181,"The app is very counter intuitive, full of ads or pushed restaurants, and the service is more pathetic than pathetic. They are not at all customer centric and just want to protect their business. Even after providing proof in forms of pictures or videos, they will often, very often, reject claims of poor quality or missing or wrong items. If I'm paying money, I expect top notch service and food. If the food is not up to the mark, why would I pay? Is this charity? Bad, bad, service!"
order_issue,google_play,2025-06-19 18:25:56,0,0.9912543130272063,it's very worst experience. I have placed order in kfc. it was more than an hour I didn't get my order. after 2 hours got a call from zomato and said they will be cancelling my order. and asked me to place it again. it's not a good experience.
order_issue,google_play,2019-03-11 13:37:10,0,0.9892247033045449,"This was the second time i was using this app to order pizza from pizza hut. Last time, they messed up my order and sent me the wrong pizza and that too cold, and this time too they sent the wrong pizza. I didn't complain or anything when i received the wrong order the first time because mistakes happen, but to repeat them again and again in such a manner, they sent me a veg pizza when i ordered and paid for a non veg one. And also, no seasoning or chilli flakes with the pizza. Really poor."
order_issue,google_play,2020-05-25 22:15:51,0,0.988562769231644,"Worst worst worst, worst customer handling, they can cancle your food anytime, complete wastage of time money and craving. I wish I can give 1star 1million times Today also they canceled my order and informed the after 1 hour. When I tried to chat with them, I send them almost 10 messages, they didn't responded. Going to uninstall."
order_issue,google_play,2018-12-14 23:39:45,0,0.988463781654374,Unbelievably poor service! I have updated my mobile number in the application since 3 weeks then let me waited for 2 hours for my order and turns out they did not give the new number to the restaurant hence my order got canceled. Wasted time waiting for food to come in 2 hours then nothing! Such a poor service!
order_issue,google_play,2021-03-25 14:40:57,1,0.9854999972963753,"Canceled my order after 1hr 30 mins saying they can't deliver. That too after I called thwm for status. Such a careless attitude. No action on the restaurant and no compensation to the customers. Same story repeats again. And ya, don't add generic reply, You can retrive my order details and check."
other,google_play,2024-05-17 19:29:00,0,0.9969883014722751,"I have a gold membership, only reason I got it was for ontime guarantee you guys were providing, but now days every order I am placing is late and no it not 5 or 10 min mostly half hour late. Getting the worst experience in zomato. I am not using it after this month. Wasted my money on useless gold membership."
other,google_play,2026-03-19 19:03:24,0,0.9924571812077962,"This was my first and absolutely worst experience with Zomato. I ordered simple rotis, and what I received was a complete disaster. The food was spilled all over, packaging was pathetic, and on top of that, there was non-veg (possibly chicken) mixed in my order. I am a pure vegetarian since childhood, and this is not just a mistake—it’s completely unacceptable and disgusting. This kind of negligence shows zero respect for customer preferences and basic food handling standards."
other,google_play,2021-11-05 14:31:27,59,0.9918174701093238,"VeryPathetic service. Worst experience ever, I order 2 items and 1 item was Missing, i raised a complaint after that they called me and told that they r trying to contact restaurant and telling that restaurant is not answering the call . I lost my money with out receiving the item. Very pathetic service. Never expected this from Zomato."
other,google_play,2025-10-07 16:48:34,0,0.9909186567079644,worst of the worst I didn't see like this reckless behaviour I ordered food but the restaurant persons were given the wrong item I can raise a complaint in zomato they said we can't do anything what is this?? they are encouraged the restaurant mistakes
other,google_play,2019-08-21 09:33:39,0,0.989006146017903,"Everytime you order the food, one or the other item is missing from the order and then they harass their customers with long interrogations and ask pictures for proofs. Very pathetic service and very poor customer handling division, and nobody is even bothered if they are losing their customers, as you never receive a single call on such incidents. They only know how to type in chats robotically. Poor service overall."
pricing_fees,google_play,2020-05-24 04:50:09,0,0.9994506249276852,"Worst customer service! I've had multiple issues with multiple orders and they did not care! All they said is ""sorry we do not offer refunds or compensation"" What kind of service is this? They rip you off your money and they never give anything.""customer support can not give compensations or refunds"" The food is costlier here than on other apps, the service is bad, customer support was rude, worst service ever. I'm done with Zomato not going to use this rubbish app again. Even emails no use!!!"
pricing_fees,google_play,2021-01-08 01:27:34,16,0.9972764135131693,"Really poor customer service. They just pull excuses out of thin air when you ask where the order is. Should invest in a sturdy customer call center Zomato! Update 7/01/21 : This app is basically a scam. They feature stores that don't deliver to your location, charge you when you place an order there, and then inform you that the order is declined. After taking your money! I spoke with the worst customer agents I ever spoke in my life, called Tanya, and she informed me this is what they do!"
pricing_fees,google_play,2026-03-08 15:25:38,1,0.9970647268460323,"They provide no service. Never use this app for ordering food. They will provide very bad food and then not provide any service if you go to chat screen. They are just misleading and looting the customer. Don't use this app. Pathetic and exploitative app. Very bad quality food, high charges and unprofessional behaviour."
pricing_fees,google_play,2025-09-19 16:09:29,2,0.9968946546520698,"Zomato has become a fraud platform. Ordered food and received the wrong item worth almost half the money. Even after providing pictures, the support team refused to take responsibility and defended the restaurant. They charge platform fees, sell items at inflated prices, and still cheat customers like this. Useless customer support and no accountability. Uninstalling the app and never ordering again."
pricing_fees,google_play,2024-05-04 21:01:23,1,0.9965600669445704,This app is fraud. Prices are shown way to high than actual price. Even being a Gold Member they charge you money in the name of platform fee. There is no customer service. If something goes wrong with your order no one is there to listen or handle the issue. Pathetic Services.
refund_cancellation,google_play,2021-02-06 01:19:51,7,0.999482801742546,"1. Worst customer service. 2. Poor and bad delivery service 3. no response from customer service. 4. They putting orders hold and cancelled and simply refund the minimum amount in the form of vouchers. I have ordered 1423.80/- on 05/02/2021. I am waiting till 3 hours. There is no response. after that suddenly i got a message my order was cancelled. But, they are not refund the full amount of 1423.80. Bad Service. customer service people doesn't believe it! Its totally not worth your money and time."
refund_cancellation,google_play,2022-10-21 00:48:13,0,0.9990712607535734,"Very very bad experience, this time is highly disappointing. I've been cheated. I ordered food and then saw that my address was wrong (I never changed my delivery address, then how it was changed). They directly canceled my order. When I was asked for refund, they refused to. Worst customer support. They didn't gave me any solution and disconnect the call continuously.The support team cancels the order.They put whole blame on customer which was very wrong. Fraud app,very bad service.Shameful"
refund_cancellation,google_play,2019-06-27 22:15:02,0,0.9989860862366058,worst experience.. amount paid.. followed up... never received delivery.... after 1 hour order was cancelled. worst service. uninstalling app...never order from them. they dont have even customer care calling no. i dont have option to rate below 1 star else would have done that.
refund_cancellation,google_play,2019-09-18 16:10:11,0,0.998951441550483,"Very bad experience with this app, it's totally scam, after they deduct the money from my account for my order and they sent me a confirmation that I will receive my order after 45 minutes, then I received a call from the restaurant saying that the item which I ordered is not available now and I need to wait 2 hours then another 45 minutes to be delivered, when I asked to cancel the order I got a message that I will receive my money back between 2-7 working days, Totally the worst service"
refund_cancellation,google_play,2026-01-01 21:17:27,1,0.998942781995349,Worst experience ever. My prepaid order was cancelled by the delivery partner without my consent. I did not receive the food and I did not get my refund either. This is completely unacceptable and feels like cheating customers. No proper support and no accountability. Extremely disappointed with Zomato’s service. Never ordering again.
trust_reviews,google_play,2019-07-05 02:16:07,0,0.9963536960929938,"they have no customer service, so better call directly to the restaurant or use #talabat much better and more reliable and they have a proper customer service. ZOMATO is very disappointing and not with no customer service they are of no value added at all and they don't improve nor do they have any customer satisfaction. YOU CAN EVEN CHECK THEIR REPLIES TO REVIEWS ALL ARE AUTOMATED REPLIES,...YOU ARE DEALING WITH A REALLY POOR AUTOMATED SERVICE... NO ONE CAN HEAR YOUR COMPLAIN...IT IS A FAKE APP"
trust_reviews,google_play,2019-09-30 11:54:59,0,0.9956640812403381,Very poor app who does not have a concern on their customers. No customers service they're providing. They're just after the money. Chatbots answer your complaints with fake copy pasted messages. No human touch. They don't reply to your complaints for more than a week. I ordered something and got something else to which still they haven't solved the issue and aren't replying even to the emails. Better to uninstall this app. No food & even no one to speak to. They aren't concerned at all.
trust_reviews,google_play,2026-01-15 14:51:16,0,0.994344564596256,"I don’t understand how Zomato ignores such serious issues. I ordered chicken, but the gravy tasted and smelled like fish, which is completely unacceptable. The food quality was horrible and clearly unhygienic. Ordering food from Zomato feels like a waste of money and trust. There seems to be no proper quality check on partner restaurants. After today’s experience, I have decided never to order anything from Zomato again. If possible, I would give zero stars. Very bad and disappointing service."
trust_reviews,google_play,2019-05-21 04:15:08,62,0.9924283696105155,"These apps are a complete fraud.. They are only sitting to rip customers off their hard earned money, and they provide the worst and the most unprofessional customer service to the customers who have gotten ripped by them.. What they won't provide is the value for money you have paid them.. They never follow the ""special instructions"" and would want you to pay for something you never requested.. No one is going to pay for a mistake made on zamato's part, but zamato actually forced me to do so.."
trust_reviews,google_play,2019-06-28 07:39:08,0,0.9920926731235682,"Food quality is very poor, pizza was totally cold when received. Even zonato Software is also faulty, i had added coupan and it removed automatically while payment, fully payment deducted. Even zomato doesn't care and trust customer's concern. Very bed, I will never use. Customer service also very poor and not responsive, non having much knowledge."
